MAC,SSID,Encryption,FirstSeen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,1,-88,46.874309,-114.009267,963.7,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,1,-84,46.874309,-114.009267,963.7,239,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,5,-91,46.874309,-114.009267,963.7,239,WIFI
C0:A0:0D:A6:34:90,ARRIS-0615,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,6,-89,46.874309,-114.009267,963.7,239,WIFI
2A:E8:29:14:23:88,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:38,6,-86,46.874309,-114.009267,963.7,239,WIFI
58:2F:F7:6A:26:56,SpectrumSetup-50,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,6,-87,46.874309,-114.009267,963.7,239,WIFI
74:D0:2B:D1:15:48,fuel,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,8,-88,46.874309,-114.009267,963.7,239,WIFI
FC:EC:DA:97:BE:69,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,11,-84,46.874309,-114.009267,963.7,239,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,11,-84,46.874309,-114.009267,963.7,239,WIFI
A4:2B:8C:97:84:8E,MyCharterWiFi8e-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:38,1,-91,46.874309,-114.009267,963.7,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-80,46.874293,-114.009239,963.7,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-79,46.874293,-114.009239,963.7,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-80,46.874293,-114.009239,963.7,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:41,1,-81,46.874293,-114.009239,963.7,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-82,46.874293,-114.009239,963.7,239,WIFI
A8:9A:93:B1:FF:96,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-92,46.874293,-114.009239,963.7,239,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-89,46.874293,-114.009239,963.7,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:41,1,-79,46.874293,-114.009239,963.7,239,WIFI
BC:98:DF:F9:DF:C8,MOTO10DE,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,6,-87,46.874293,-114.009239,963.7,239,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-87,46.874293,-114.009239,963.7,239,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:41,11,-88,46.874293,-114.009239,963.7,239,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,11,-87,46.874293,-114.009239,963.7,239,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:41,1,-86,46.874293,-114.009239,963.7,239,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:41,1,-86,46.874293,-114.009239,963.8,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-69,46.874293,-114.009239,963.8,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-69,46.874293,-114.009239,963.8,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:41,1,-70,46.874293,-114.009239,963.8,239,WIFI
A8:9A:93:B1:FF:96,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-91,46.874293,-114.009239,963.8,239,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-87,46.874293,-114.009239,963.8,239,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-86,46.874293,-114.009239,963.8,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-85,46.874293,-114.009239,963.8,239,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-85,46.874293,-114.009239,963.8,239,WIFI
6C:CD:D6:12:0A:B1,Shofeet,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,3,-90,46.874293,-114.009239,963.8,239,WIFI
58:90:43:CE:31:0E,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-93,46.874293,-114.009239,963.8,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:41,1,-84,46.874293,-114.009239,963.8,239,WIFI
70:F2:20:E1:1F:A3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,6,-82,46.874293,-114.009239,963.8,239,WIFI
70:F2:20:E1:22:E3,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,6,-89,46.874293,-114.009239,963.8,239,WIFI
84:A4:23:F0:B9:53,TheSneakyBiscuit2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,6,-85,46.874293,-114.009239,963.8,239,WIFI
94:A6:7E:65:51:C4,BurritoShop,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,7,-89,46.874293,-114.009239,963.8,239,WIFI
24:F5:A2:A4:B5:CD,amel1,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,7,-91,46.874293,-114.009239,963.8,239,WIFI
74:D0:2B:D1:15:48,fuel,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,8,-89,46.874293,-114.009239,963.8,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,1,-83,46.874293,-114.009239,963.8,239,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,11,-88,46.874293,-114.009239,963.8,239,WIFI
FC:EC:DA:97:BE:69,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:41,11,-90,46.874293,-114.009239,963.8,239,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-84,46.874282,-114.009214,963.8,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:47,1,-66,46.874282,-114.009214,963.8,239,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-87,46.874282,-114.009214,963.8,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-81,46.874282,-114.009214,963.8,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-66,46.874282,-114.009214,963.8,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-67,46.874282,-114.009214,963.8,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-81,46.874282,-114.009214,963.8,239,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-85,46.874282,-114.009214,963.8,239,WIFI
F0:2F:74:91:A3:C8,BrownChickenBrownCow,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,4,-88,46.874282,-114.009214,963.8,239,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:47,1,-85,46.874282,-114.009214,963.8,239,WIFI
C8:B4:22:C1:43:51,MySpectrumWiFi53-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,6,-87,46.874282,-114.009214,963.8,239,WIFI
BC:98:DF:F9:DF:C8,MOTO10DE,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,6,-89,46.874282,-114.009214,963.8,239,WIFI
70:F2:20:E1:1F:A3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,6,-87,46.874282,-114.009214,963.8,239,WIFI
74:D0:2B:D1:15:48,fuel,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,8,-86,46.874282,-114.009214,963.8,239,WIFI
70:F2:20:E1:20:F3,CenturyLink4624,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-92,46.874282,-114.009214,963.8,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:47,1,-85,46.874282,-114.009214,963.8,239,WIFI
06:9D:2F:CA:F2:13,MOTO Z STYLUS,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,1,-88,46.874282,-114.009214,963.8,239,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:47,11,-88,46.874282,-114.009214,963.8,239,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:47,11,-84,46.874282,-114.009214,963.8,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-85,46.874279,-114.009207,963.8,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-82,46.874279,-114.009207,963.8,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-83,46.874279,-114.009207,963.8,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-81,46.874279,-114.009207,963.8,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-82,46.874279,-114.009207,963.8,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-84,46.874279,-114.009207,963.8,239,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-88,46.874279,-114.009207,963.8,239,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,5,-88,46.874279,-114.009207,963.8,239,WIFI
FC:EC:DA:97:BE:69,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,11,-82,46.874279,-114.009207,963.8,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-80,46.874279,-114.009207,964.1,239,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-92,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-65,46.874279,-114.009207,964.1,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-65,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-80,46.874279,-114.009207,964.1,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-80,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-86,46.874279,-114.009207,964.1,239,WIFI
70:F2:20:E1:23:43,CenturyLink4661,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-92,46.874279,-114.009207,964.1,239,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-88,46.874279,-114.009207,964.1,239,WIFI
70:F2:20:E1:15:F3,CenturyLink4448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,6,-87,46.874279,-114.009207,964.1,239,WIFI
70:F2:20:E1:1F:A3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,6,-79,46.874279,-114.009207,964.1,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-72,46.874279,-114.009207,964.1,239,WIFI
02:6A:E3:72:D2:DF,CenturyLink7995,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-89,46.874279,-114.009207,964.1,239,WIFI
74:D0:2B:D1:15:48,fuel,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,8,-89,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-70,46.874279,-114.009207,964.1,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-69,46.874279,-114.009207,964.1,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-70,46.874279,-114.009207,964.1,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-84,46.874279,-114.009207,964.1,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-86,46.874279,-114.009207,964.1,239,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-86,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-84,46.874279,-114.009207,964.1,239,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,5,-89,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:14:23:88,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,6,-85,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-59,46.874279,-114.009207,964.1,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-66,46.874279,-114.009207,964.1,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-66,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-83,46.874279,-114.009207,964.1,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,1,-83,46.874279,-114.009207,964.1,239,WIFI
70:F2:20:E1:23:B3,CenturyLink4668,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,6,-81,46.874279,-114.009207,964.1,239,WIFI
70:F2:20:E1:1F:A3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,6,-82,46.874279,-114.009207,964.1,239,WIFI
2A:E8:29:14:23:88,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:39:50,6,-87,46.874279,-114.009207,964.1,239,WIFI
70:F2:20:E1:22:E3,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,6,-85,46.874279,-114.009207,964.1,239,WIFI
74:D0:2B:D1:15:48,fuel,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,8,-86,46.874279,-114.009207,964.1,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-81,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-89,46.874279,-114.009207,964.1,239,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:39:50,1,-83,46.874279,-114.009207,964.1,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,1,-75,46.874241,-114.009207,965.4,240,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,1,-75,46.874241,-114.009207,965.4,240,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:1,1,-76,46.874241,-114.009207,965.4,240,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:1,1,-87,46.874241,-114.009207,965.4,240,WIFI
B6:FB:E4:71:92:0D,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,1,-90,46.874241,-114.009207,965.4,240,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,1,-87,46.874241,-114.009207,965.4,240,WIFI
58:2F:F7:6A:26:56,SpectrumSetup-50,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,6,-87,46.874241,-114.009207,965.4,240,WIFI
94:A6:7E:65:51:C4,BurritoShop,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,7,-88,46.874241,-114.009207,965.4,240,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,1,-83,46.874241,-114.009207,965.4,240,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,1,-86,46.874241,-114.009207,965.4,240,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:1,1,-89,46.874241,-114.009207,965.4,240,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:1,1,-87,46.874241,-114.009207,965.4,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-78,46.874231,-114.009204,965.2,240,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-77,46.874231,-114.009204,965.2,240,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:4,1,-78,46.874231,-114.009204,965.2,240,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-87,46.874231,-114.009204,965.2,240,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:4,1,-83,46.874231,-114.009204,965.2,240,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-87,46.874231,-114.009204,965.2,240,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-83,46.874231,-114.009204,965.2,240,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-85,46.874231,-114.009204,965.2,240,WIFI
B6:FB:E4:71:92:0D,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-94,46.874231,-114.009204,965.2,240,WIFI
70:F2:20:E1:21:43,CenturyLink4629,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,6,-90,46.874231,-114.009204,965.2,240,WIFI
2A:E8:29:14:23:88,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:4,6,-91,46.874231,-114.009204,965.2,240,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,1,-87,46.874231,-114.009204,965.2,240,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:4,1,-86,46.874231,-114.009204,965.2,240,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:4,11,-87,46.874231,-114.009204,965.2,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-80,46.87422,-114.009194,964.5,240,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-82,46.87422,-114.009194,964.5,240,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:7,1,-83,46.87422,-114.009194,964.5,240,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-83,46.87422,-114.009194,964.5,240,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-80,46.87422,-114.009194,964.5,240,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:7,1,-83,46.87422,-114.009194,964.5,240,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-83,46.87422,-114.009194,964.5,240,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:7,1,-81,46.87422,-114.009194,964.5,240,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-81,46.87422,-114.009194,964.5,240,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,5,-86,46.87422,-114.009194,964.5,240,WIFI
AC:E2:D3:A7:2B:F5,DIRECT-F4-HP OfficeJet 4650,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,6,-91,46.87422,-114.009194,964.5,240,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-85,46.87422,-114.009194,964.5,240,WIFI
74:D0:2B:D1:15:48,fuel,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,8,-89,46.87422,-114.009194,964.5,240,WIFI
60:B7:6E:A9:AA:AE,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,1,-91,46.87422,-114.009194,964.5,240,WIFI
FC:EC:DA:97:BE:69,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:7,11,-86,46.87422,-114.009194,964.5,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:10,1,-72,46.874212,-114.009185,964.3,240,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:10,1,-71,46.874212,-114.009185,964.3,240,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:10,1,-72,46.874212,-114.009185,964.3,240,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:40:10,1,-85,46.874212,-114.009185,964.3,240,WIFI
A8:9A:93:B1:FF:96,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:10,1,-86,46.874212,-114.009185,964.3,240,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:10,1,-86,46.874212,-114.009185,964.3,240,WIFI
58:2F:F7:6A:26:56,SpectrumSetup-50,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:10,6,-88,46.874212,-114.009185,964.3,240,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:10,1,-88,46.874212,-114.009185,964.3,240,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:40:10,1,-84,46.874212,-114.009185,964.3,240,WIFI
