MAC,SSID,Encryption,Seen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:56,1,-43,33.657606,-117.58639,324.3,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:56,1,-37,33.657606,-117.58639,324.3,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:4,1,-46,33.657678,-117.585865,331.2,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:7,1,-44,33.657884,-117.5856,333.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:10,1,-41,33.658008,-117.585292,333.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:10,1,-40,33.658008,-117.585292,333.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:10,1,-35,33.658008,-117.585292,333.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:18,1,-33,33.657871,-117.584391,346.4,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:21,1,-37,33.657788,-117.584038,346.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:21,1,-31,33.657788,-117.584038,346.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:21,1,-32,33.657788,-117.584038,346.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:29,1,-45,33.658073,-117.58329,354.2,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:32,1,-42,33.658257,-117.58316,357.9,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:35,1,-47,33.658335,-117.582945,357.9,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:35,1,-41,33.658335,-117.582945,357.9,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:35,1,-38,33.658335,-117.582945,357.9,119,WIFI
A0:FF:70:47:5D:C2,SETUP-5DBE,WPA2,2021-7-19 14:44:35,1,-83,33.658335,-117.582945,357.9,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:43,1,-11,33.658105,-117.581983,359.2,118,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:46,1,-37,33.657944,-117.581479,358.8,118,WIFI
3C:7A:8A:F9:CD:17,billings,WPA,2021-7-19 14:44:46,6,-92,33.657944,-117.581479,358.8,118,WIFI
72:3A:CB:41:06:B8,GreenPanda2-guest,WPA2,2021-7-19 14:44:46,11,-88,33.657944,-117.581479,358.8,118,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:44:49,1,-30,33.657793,-117.580953,358.8,118,WIFI
30:AE:A4:86:8E:15,GAFVent_868e14,WPA,2021-7-19 14:44:49,1,-92,33.657793,-117.580953,358.8,118,WIFI
50:6A:03:C0:8E:98,NTGR_VMB_1525564602,WPA2,2021-7-19 14:44:49,6,-88,33.657793,-117.580953,358.1,118,WIFI
EA:C3:2A:07:D0:B9,cook,WPA2,2021-7-19 14:44:57,4,-89,33.657416,-117.5796,362.4,118,WIFI
00:30:44:1D:60:66,CalTrans26,WPA,2021-7-19 14:44:57,1,-93,33.657416,-117.5796,362.4,118,WIFI
00:30:44:1D:60:66,CalTrans26,WPA,2021-7-19 14:45:0,1,-89,33.657289,-117.579116,367.2,118,WIFI
00:30:44:1D:60:66,CalTrans26,WPA,2021-7-19 14:45:3,1,-80,33.657156,-117.578629,367.2,118,WIFI
F0:72:EA:1A:6C:DA,Vop Google Wi Fi,WPA2,2021-7-19 14:45:3,1,-91,33.657156,-117.578629,367.2,118,WIFI
94:8F:CF:80:F8:30,ATT8X9ADS2,WPA2,2021-7-19 14:45:3,1,-90,33.657156,-117.578629,369.7,118,WIFI
